Release Type,Name,Title,Foreign Title,Serial
Redump,Blazing Souls Accelate (Japan) (v1.02),Blazing Souls Accelate,ブレイジングソウルズ アクセレイト,ULJM 05490
Redump,Blazing Souls Accelate (Japan) (v2.00),Blazing Souls Accelate,ブレイジングソウルズ アクセレイト,ULJM 05490
Redump,Blazing Souls Accelate (USA),Blazing Souls Accelate,,ULUS-10527
Redump,Bleach - Heat the Soul (Japan),Bleach: Heat the Soul,,UCJS-10008
Redump,Bleach - Heat the Soul 2 (Japan),Bleach: Heat the Soul 2,ブリーチ: ヒート・ザ・ソウル 2,UCJS 10017
Redump,Bleach - Heat the Soul 3 (Japan),Bleach: Heat the Soul 3,ブリーチ: ヒート・ザ・ソウル 3,UCJS 10042
Redump,Bleach - Heat the Soul 4 (Japan),Bleach: Heat the Soul 4,ＢＬＥＡＣＨ　～ヒート・ザ・ソウル４～,UCJS 10057
Redump,Bleach - Heat the Soul 5 (Japan),Bleach: Heat the Soul 5,ブリーチ: ヒート・ザ・ソウル 5,UCJS-10082
Redump,Bleach - Heat the Soul 6 (Asia),Bleach: Heat the Soul 6,死神 Heat the Soul 6,UCAS-40258
Redump,Bleach - Heat the Soul 6 (Japan),Bleach: Heat the Soul 6,ブリーチ　ヒート・ザ・ソウル　６,UCJS 10093
Redump,Bleach - Heat the Soul 7 (Japan),Bleach: Heat the Soul 7,ブリーチ ヒート・ザ・ソウル 7,UCJS-10110
Redump,Bleach - Heat the Soul 7 (Korea),Bleach: Heat the Soul 7,블리치 히트 더 소울 7,UCKS 45158
Redump,Bleach - Soul Carnival (Japan),,,UCJS 10085
Redump,Bleach - Soul Carnival 2 (Japan),,,UCJS 10106
Redump,"Bliss Island (Europe) (En,Fr,De,Es,It)",Bliss Island,,ULES-00616
Redump,Blitz - Overtime (USA),Blitz: Overtime,,ULUS 10200
Redump,Blokus Club Portable with Bumpy Trot (Japan) (Taikenban),Blokus Club Portable with Bumpy Trot,ブロックス倶楽部ポータブル with バンピートロット 体験版,ULJM-91007
Redump,"Blokus Portable - Steambot Championship (Europe) (En,Fr,De,Es,It)",Blokus Portable: Steambot Championship,,ULES-01016
Redump,Blokus Portable - Steambot Championship (USA),Blokus Portable: Steambot Championship,,ULUS-10332
Redump,"Blood Bowl (Europe) (En,Fr,De,Es,It)",Blood Bowl,,ULES-01230
Redump,Blood Bowl (USA),Blood Bowl,,ULUS-10516
Redump,Blood+ - Final Piece - Saigo no Kakera (Japan),Blood+: Final Piece: Saigo no Kakera,ブラッドプラス　ファイナルピース　最後のかけら,UCJS 10044
Redump,Blue Roses - Yousei to Aoi Hitomi no Senshitachi (Japan),,,ULJS 00310
Redump,Boku no Natsuyasumi 4 - Setouchi Shounen Tanteidan - Boku to Himitsu no Chizu (Japan),Boku no Natsuyasumi 4: Setouchi Shounen Tanteidan: Boku to Himitsu no Chizu,ぼくのなつやすみ４　瀬戸内少年探偵団　ボクと秘密の地図,UCJS 10095
Redump,Boku no Natsuyasumi 4 - Setouchi Shounen Tanteidan - Boku to Himitsu no Chizu (Japan),Boku no Natsuyasumi 4: Setouchi Shounen Tanteidan: Boku to Himitsu no Chizu,ぼくのなつやすみ４　瀬戸内少年探偵団　ボクと秘密の地図,UCJS 18046
Redump,Boku no Natsuyasumi Portable - Mushi Mushi Hakase to Teppen-yama no Himitsu!! (Japan),Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,ぼくのなつやすみポータブル　ムシムシ博士とてっぺん山の秘密!!,UCJS 10038
Redump,Boku no Natsuyasumi Portable - Mushi Mushi Hakase to Teppen-yama no Himitsu!! (Japan),Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,ぼくのなつやすみポータブル　ムシムシ博士とてっぺん山の秘密!!,UCJS 18013
Redump,Boku no Natsuyasumi Portable 2 - Nazo Nazo Shimai to Chinbotsusen no Himitsu! (Japan),Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu!,ぼくのなつやすみポータブル２　ナゾナゾ姉妹と沈没船の秘密,UCJS 10111
Redump,Boku no Watashi no Katamari Damacy (Japan),Boku no Watashi no Katamari Damacy,僕の私の塊魂,ULJS 00033
Redump,Boku no Watashi no Katamari Damacy (Japan),Boku no Watashi no Katamari Damacy,僕の私の塊魂,ULJS 19009
Redump,Boku wa Koukuu Kanseikan - Airport Hero Naha (Japan),Boku wa Koukuu Kanseikan: Airport Hero Naha,ぼくは航空管制官　エアポートヒーロー那覇,ULJM 05171
Redump,Boku wa Koukuu Kanseikan - Airport Hero Narita (Japan),Boku wa Koukuu Kanseikan: Airport Hero Narita,ぼくは航空管制官　エアポートヒーロー　成田,ULJM 05128
Redump,Boku wa Koukuu Kanseikan - Airport Hero Shinchitose (Japan),Boku wa Koukuu Kanseikan: Airport Hero Shinchitose,ぼくは航空管制官　エアポートヒーロー新千歳,ULJM 05453
Redump,Boku wa Tomodachi ga Sukunai Portable (Japan),Boku wa Tomodachi ga Sukunai Portable,僕は友達が少ない　ぽーたぶる,ULJS 00459
Redump,Bokujou Monogatari - Harvest Moon - Boy & Girl (Japan),Bokujou Monogatari: Harvest Moon: Boy & Girl,牧場物語ハーベストムーン ボーイ＆ガール,ULJS 00034
Redump,Bokujou Monogatari - Harvest Moon - Boy & Girl (Japan),Bokujou Monogatari: Harvest Moon: Boy & Girl,牧場物語ハーベストムーン ボーイ＆ガール,ULJS 19008
Redump,Bokujou Monogatari - Sugar Mura to Minna no Negai (Japan),Bokujou Monogatari: Sugar Mura to Minna no Negai,牧場物語　シュガー村とみんなの願い,ULJS 00188
Redump,Bomberman - Bakufuu Sentai Bombermen (Japan),Bomberman: Bakufuu Sentai Bombermen,ボンバーマン: 爆風戦隊ボンバーメ～ン,UCJS-10030
Redump,Bomberman - Panic Bomber (Japan),Bomberman: Panic Bomber,ボンバーマン　ぱにっくボンバー,ULJM 05023
Redump,"Bomberman (Europe) (En,Fr,De,Es,It)",Bomberman,,ULES-00469
Redump,Bomberman (USA),Bomberman,,ULUS-10121
Redump,"Bomberman Land (Europe) (En,Fr,De,Es,It)",Bomberman Land,,ULES-00959
Redump,Bomberman Land (USA),Bomberman Land,,ULUS-10319
Redump,Bomberman Land Portable (Japan),Bomberman Land Portable,ボンバーマンランド　ポータブル,ULJM 05181
Redump,Bomberman Land Portable (Japan),Bomberman Land Portable,ボンバーマンランド　ポータブル,ULJM 05319
Redump,Bomberman Portable (Japan),Bomberman Portable,ボンバーマン　ポータブル,ULJM 05034
Redump,Bounty Hounds (Asia),Bounty Hounds,星戰傭兵,UCAS-40037
Redump,Bounty Hounds (Japan),Bounty Hounds,バウンティ　ハウンズ,ULJS 00021
Redump,Bounty Hounds (Japan) (Taikenban),,,ULJM 91006
Redump,Bounty Hounds (USA),Bounty Hounds,,ULUS-10161
Redump,Boxer's Road 2 - The Real (Japan),Boxer's Road 2: The Real,ボクサーズロード２　ザ・リアル,ULJM 05125
Redump,Brave Story - Aratanaru Tabibito (Japan),,,UCJS 10024
Redump,Brave Story - New Traveler (USA),Brave Story: New Traveler,,ULUS-10279
Redump,Breath of Fire III (Europe),Breath of Fire III,,ULES-00193
Redump,Breath of Fire III (Europe),Breath of Fire III,,ULES-00193/E
Redump,Breath of Fire III (Japan),Breath of Fire III,ブレス オブ ファイアＩＩＩ,ULJM 05029
Redump,Brian Lara 2007 - Pressure Play (Europe),Brian Lara 2007: Pressure Play,,ULES-00814
Redump,Brooktown High (USA),Brooktown High,,ULUS-10257
Redump,Brothers Conflict - Brilliant Blue (Japan),Brothers Conflict: Brilliant Blue,ブラザーズコンフリクト～ブリリアント ブルー～,ULJM 06315
Redump,Brothers Conflict - Passion Pink (Japan),Brothers Conflict: Passion Pink,ブラザーズコンフリクト～パッションピンク～,ULJM 06065
Redump,Brothers Conflict - Passion Pink (Japan),Brothers Conflict: Passion Pink,ブラザーズコンフリクト～パッションピンク～,ULJM 06066
Redump,"Brothers in Arms - D-Day (Europe, Australia) (En,Fr,De,Es,It)",Brothers in Arms: D-Day,,ULES-00608
Redump,Brothers in Arms - D-Day (USA),Brothers in Arms: D-Day,,ULUS-10193
Redump,"Brujula Dorada, La (Spain)",La Brújula Dorada,,ULES-00954
Redump,Brunswick Pro Bowling (Europe),Brunswick Pro Bowling,,ULES-00848
Redump,Brunswick Pro Bowling (USA),Brunswick Pro Bowling,,ULUS-10283
Redump,Bubble Bobble - Magical Tower Daisakusen (Asia),Bubble Bobble: Magical Tower Daisakusen,バブルボブル マジカルタワー大作戦！！,UCAS 40097
Redump,"Bubble Bobble Evolution (Europe) (En,Fr,De,Es,It)",Bubble Bobble Evolution,,ULES-00303
Redump,Bubble Bobble Evolution (USA),Bubble Bobble Evolution,,ULUS-10143
Redump,Bullet Butlers - Juudan no Kanata (Japan),,,ULJM 05941
Redump,Bunmei Kaika - Aoiza Ibunroku (Japan),Bunmei Kaika: Aoiza Ibunroku,文明開華　葵座異聞録,ULJM 05824
Redump,Burnout Dominator (Asia),Burnout Dominator,橫衝直撞：公路霸主,ULAS 42095
Redump,Burnout Dominator (Europe),Burnout Dominator,,ULES-00750
Redump,"Burnout Dominator (Europe) (En,Fr,De,Es,It)",Burnout Dominator,,ULES-00703
Redump,Burnout Dominator (Japan),Burnout Dominator,バーンアウト　ドミネーター,ULJM 05371
Redump,Burnout Dominator (Korea),Burnout Dominator,번아웃 도미네이터,ULKS 46136
Redump,Burnout Dominator (USA),Burnout Dominator,,ULUS-10236
Redump,Burnout Legends (Asia),Burnout Legends,,ULAS 42019
Redump,"Burnout Legends (Europe) (En,Fr,De,Es,It,Nl) (v2.00)",Burnout Legends,,ULES-00125#
Redump,"Burnout Legends (Europe, Australia) (En,Fr,De,Es,It,Nl) (v1.01)",Burnout Legends,,ULES-00125
Redump,"Burnout Legends (Europe, Australia) (En,Fr,De,Es,It,Nl) (v1.01)",Burnout Legends,,ULES-00125/ANZ
Redump,Burnout Legends (Japan),Burnout Legends,バーンアウト　レジェンド,ULJM 05049
Redump,Burnout Legends (Japan) (EA Best Hits),Burnout Legends,バーンアウト　レジェンド,ULJM 05228
Redump,Burnout Legends (Korea),Burnout Legends,번아웃 레전드,ULKS 46027
Redump,"Burnout Legends (USA) (En,Fr,De,Es,It,Nl) (v1.00)",Burnout Legends,,ULUS 10025
Redump,"Burnout Legends (USA) (En,Fr,De,Es,It,Nl) (v2.00)",Burnout Legends,,ULUS 10025
Redump,"Burnout Legends (USA) (En,Fr,De,Es,It,Nl) (v2.00)",Burnout Legends,,ULUS-10025GH
Redump,Busou Shinki - Battle Masters (Japan),Busou Shinki: Battle Masters,武装神姫　バトルマスターズ,ULJM 05538
Redump,Busou Shinki - Battle Masters Mk. 2 (Japan),Busou Shinki: Battle Masters Mk. 2,武装神姫バトルマスターズＭｋ．２,ULJM 05844
Redump,"Bussola d'Oro, La (Italy)",La Bussola d'Oro,,ULES-00953
Redump,Bust-A-Move - Deluxe (USA),Bust-A-Move: Deluxe,,ULUS-10057
Redump,Bust-A-Move Ghost (Europe),Bust-A-Move Ghost,,ULES-00233
Redump,"Buzz! Brain Bender (Europe) (En,Fr,De,Es,It,Nl,Pt,Pl)",Buzz! Brain Bender,,UCES-01157
Redump,"Buzz! Brain Bender (Europe) (En,Fr,De,Es,It,Nl,Pt,Pl)",Buzz! Brain Bender,,UCES-01157/POR
Redump,"Buzz! Brain Bender (Scandinavia) (Sv,No,Da,Fi)",Buzz! Brain Bender,Buzz! Aivojumppa,UCES-01158
Redump,"Buzz! Brain of Oz ~ Buzz! Brain of New Zealand (Australia, New Zealand)",Buzz! Brain of Oz ~ Buzz! Brain of New Zealand,,UCES-01202
Redump,"Buzz! Brain of Switzerland (Switzerland) (Fr,De)",Buzz! Brain of Switzerland,,UCES-01208
Redump,Buzz! Brain of the UK (UK),Buzz! Brain of the UK,,UCES-01196
Redump,Buzz! Brain of the World (Europe),Buzz! Brain of the World,,UCES-01201
Redump,"Buzz! Concurso Universal (Europe) (Es,Pt)",Buzz! Concurso Universal,Buzz! Quiz World,UCES-01292/9131366
Redump,"Buzz! Danske Genier ~ Buzz! Norgesmester (Europe) (No,Da)",Buzz! Danske Genier ~ Buzz! Norgesmester,,UCES-01203
Redump,"Buzz! Das grosse Laenderquiz (Europe) (De,It)",Buzz! Das große Länderquiz,,UCES-01209
Redump,Buzz! De Slimste van Nederland (Netherlands),Buzz! De Slimste van Nederland,,UCES-01217
Redump,"Buzz! De Strafste van Belgie (Belgium) (Fr,Nl)",Buzz! De Strafste van België,Buzz! Le Plus Malin des Belges,UCES-01205
Redump,Buzz! Deutschlands Superquiz (Germany),Buzz! Deutschlands Superquiz,,UCES-01199
Redump,Buzz! Il Quizzone Nazionale (Italy),Buzz! Il Quizzone Nazionale,,UCES-01198
Redump,Buzz! Le Plus Malin des Francais (France),Buzz! Le Plus Malin des Français,,UCES-01197
Redump,Buzz! Master Quiz (Europe),Buzz! Master Quiz,,UCES-01042
Redump,"Buzz! Master Quiz (Europe) (De,It)",Buzz! Master Quiz,,UCES-01031
Redump,"Buzz! Master Quiz (Europe) (En,Pl)",Buzz! Master Quiz,,UCES-01130
Redump,"Buzz! Master Quiz (Europe) (Es,Pt)",Buzz! Master Quiz,,UCES-01032/POR
Redump,"Buzz! Master Quiz (Europe) (Fr,Nl)",Buzz! Master Quiz,,UCES-01033
Redump,"Buzz! Master Quiz (Europe) (Fr,Nl)",Buzz! Master Quiz,,UCES-01033/E
Redump,"Buzz! Master Quiz (Europe) (No,Da)",Buzz! Master Quiz,,UCES-01034
Redump,"Buzz! Master Quiz (Europe) (Sv,Fi)",Buzz! Master Quiz,,UCES-01041/9978053
Redump,"Buzz! Master Quiz (Europe) (Sv,Fi)",Buzz! Master Quiz,,UCES-01041/SWE/FIN
Redump,Buzz! Master Quiz (USA),Buzz! Master Quiz,,UCUS 98729
Redump,"Buzz! Polskie Lamiglowki ~ Buzz! Mozak Hrvatske (Europe) (Pl,Hr)",Buzz! Polskie Łamigłówki ~ Buzz! Mozak Hrvatske,,UCES-01206
Redump,Buzz! Que Sabes de tu Pais (Spain),Buzz! ¿Qué Sabes de tu País?,,UCES-01200
Redump,"Buzz! Quem e o Genio Portugues ~ Buzz! Sokrovishha nacii (Europe) (Pt,Ru)",Buzz! Quem é o Génio Português? ~ Buzz! Sokrovishha nacii,Buzz! Quem é o Génio Português? ~ Buzz! Сокровища нации,UCES-01207
Redump,"Buzz! Quem e o Genio Portugues ~ Buzz! Sokrovishha nacii (Europe) (Pt,Ru)",Buzz! Quem é o Génio Português? ~ Buzz! Sokrovishha nacii,Buzz! Quem é o Génio Português? ~ Buzz! Сокровища нации,UCES-01207/POR
Redump,Buzz! Quiz World (Australia),Buzz! Quiz World,,UCES-01293
Redump,"Buzz! Quiz World (Europe) (De,It)",Buzz! Quiz World,,UCES-01290
Redump,"Buzz! Quiz World (Europe) (El,Cs)",Buzz! Quiz World,Buzz! Παγκόσμιο Quiz / Buzz! Světový Kvíz,UCES-01297
Redump,"Buzz! Quiz World (Europe) (En,Pl)",Buzz! Quiz World,Buzz! Świat Quizów,UCES-01289
Redump,"Buzz! Quiz World (Europe) (Fr,Nl)",Buzz! Quiz World,,UCES-01291
Redump,"Buzz! Quiz World (Europe) (No,Da)",Buzz! Quiz World,,UCES-01294
Redump,"Buzz! Quiz World (Europe) (Ru,Hr)",Buzz! Quiz World,Buzz!: Мировой турнир / Buzz!: Svijet Kviza,UCES-01296
Redump,"Buzz! Quiz World (Europe) (Sv,Fi)",Buzz! Quiz World,Buzz! Visailun Maailma,UCES-01295/FIN
Redump,"Buzz! Svenska Genier ~ Buzz! Suomen Neropatti (Europe) (Sv,Fi)",Buzz! Svenska Genier ~ Buzz! Suomen Neropatti,,UCES-01204
Redump,Buzz! The Ultimate Music Quiz (Australia),Buzz! The Ultimate Music Quiz,,UCES-01452
Redump,Buzz! The Ultimate Music Quiz (Europe),Buzz! The Ultimate Music Quiz,,UCES-01445
Redump,"Buzz! The Ultimate Music Quiz (Europe) (De,It)",Buzz! The Ultimate Music Quiz,,UCES-01449
Redump,"Buzz! The Ultimate Music Quiz (Europe) (Es,Pt)",Buzz! The Ultimate Music Quiz,Buzz! O Grande Desafio Musical / Buzz! El Concurso Musical Definitivo,UCES-01451
Redump,"Buzz! The Ultimate Music Quiz (Europe) (Fr,Nl)",Buzz! The Ultimate Music Quiz,,UCES-01450
Redump,"Buzz! The Ultimate Music Quiz (Europe) (Sv,Fi)",Buzz! The Ultimate Music Quiz,Buzz! Suuri Musavisa,UCES-01454/FIN
Redump,Buzz! The Ultimate Music Quiz (Greece),Buzz! The Ultimate Music Quiz,Buzz! Το Απόλυτο Μουσικό Quiz,UCES-01485
Redump,"Buzz! The Ultimate Music Quiz (Scandinavia) (No,Da)",Buzz! The Ultimate Music Quiz,,UCES-01453
Redump,Cabela's African Safari (USA),Cabela's African Safari,,ULUS 10175
Redump,Cabela's Dangerous Hunts - Ultimate Challenge (Europe),Cabela's Dangerous Hunts: Ultimate Challenge,,ULES-00550
Redump,Cabela's Dangerous Hunts - Ultimate Challenge (USA),Cabela's Dangerous Hunts: Ultimate Challenge,,ULUS-10106
Redump,Cabela's Legendary Adventures (USA),Cabela's Legendary Adventures,,ULUS-10385
Redump,Cabela's North American Adventures (USA),Cabela's North American Adventures,,ULUS-10533
Redump,Cake Mania - Baker's Challenge (USA),Cake Mania: Baker's Challenge,,ULUS-10362
Redump,"Call of Duty - Roads to Victory (Europe) (En,Fr,Es,It)",Call of Duty: Roads to Victory,,ULES-00643
Redump,"Call of Duty - Roads to Victory (Europe) (En,Fr,Es,It)",Call of Duty: Roads to Victory,,ULES-00643/P
Redump,Call of Duty - Roads to Victory (Germany),Call of Duty: Roads to Victory,,ULES-00644
Redump,"Call of Duty - Roads to Victory (USA) (En,Ja,Fr,De,Es,It)",Call of Duty: Roads to Victory,,ULUS-10218
Redump,Capcom Classics Collection (Japan),Capcom Classics Collection,カプコン クラシックス コレクション,ULJM 05104
Redump,Capcom Classics Collection (Japan),Capcom Classics Collection,カプコン クラシックス コレクション,ULJM 05280
Redump,Capcom Classics Collection Reloaded (Europe),Capcom Classics Collection Reloaded,,ULES-00377
Redump,Capcom Classics Collection Reloaded (USA),Capcom Classics Collection Reloaded,,ULUS-10134
Redump,Capcom Classics Collection Remixed (Asia),Capcom Classics Collection Remixed,,UCAS-40199
Redump,Capcom Classics Collection Remixed (Europe),Capcom Classics Collection Remixed,,ULES-00347
Redump,Capcom Classics Collection Remixed (USA),Capcom Classics Collection Remixed,,ULUS-10097
Redump,Capcom Puzzle World (Europe),Capcom Puzzle World,,ULES-00647
Redump,Capcom Puzzle World (USA),Capcom Puzzle World,,ULUS-10217
Redump,Capcom Special Taikenban 3 in 1 (Japan),Capcom Special Taikenban 3 in 1,カプコンスペシャル 体験版 3in1,ULJM 91004
Redump,Carnage Heart EXA (Japan),Carnage Heart EXA,カルネージハートエクサ,ULJM 05698
Redump,Carnage Heart Portable (Japan),Carnage Heart Portable,カルネージハートポータブル,ULJM 05138
Redump,"Carol Vorderman's Sudoku (Europe) (En,Fr,De)",Carol Vorderman's Sudoku,,ULES-00388
Redump,"Carol Vorderman's Sudoku (USA) (En,Fr,De,Es,It)",Carol Vorderman's Sudoku,,ULUS-10126
Redump,"Cart Kings (India) (En,Hi)",Cart Kings,,UCES-01520
Redump,"Castlevania - The Dracula X Chronicles (Europe) (En,Fr,De,Es,It)",Castlevania: The Dracula X Chronicles,,ULES-00841
Redump,Castlevania - The Dracula X Chronicles (Korea),Castlevania: The Dracula X Chronicles,캐슬바니아: 더 드라큐라 엑스 클로니클,ULKS 46155
Redump,Castlevania - The Dracula X Chronicles (USA),Castlevania: The Dracula X Chronicles,,ULUS-10277
Redump,Castlevania - The Dracula X Chronicles (USA),Castlevania: The Dracula X Chronicles,,ULUS-10277GH
Redump,Chameleon (USA),Chameleon,,ULUS-10267
Redump,Championship Manager (Europe),Championship Manager,,ULES-00174
Redump,Championship Manager 2006 (Europe),Championship Manager 2006,,ULES-00330
Redump,"Championship Manager 2007 (Europe) (En,Fr,Es,It)",Championship Manager 2007,,ULES-00636
Redump,"Chandragupta - Warrior Prince (India) (En,Hi)",Chandragupta: Warrior Prince,,UCES-01559
Redump,Chaos;Head Love Chu Chu! (Japan),,,ULJM 05821
Redump,Chaos;Head Noah (Japan),,,ULJM 05692
Redump,Chase Cop - Pursuit Force (Korea),Chase Cop: Pursuit Force,체이스 캅: Pursuit Force,UCKS-45016
Redump,"Chessmaster - The Art of Learning (Europe) (En,Fr,De,Es,It,Nl)",Chessmaster: The Art of Learning,,ULES-01013
Redump,"Chessmaster - The Art of Learning (USA) (En,Fr,Es)",Chessmaster: The Art of Learning,,ULUS-10335
Redump,Chi Vuol Essere Milionario Party Edition (Italy),Chi Vuol Essere Milionario? Party Edition,,ULES-00712
Redump,Chikyuu Boueigun 2 Portable (Japan),Chikyuu Boueigun 2 Portable,地球防衛軍２　ＰＯＲＴＡＢＬＥ,ULJS 00374
Redump,Chikyuu Boueigun 2 Portable (Japan),Chikyuu Boueigun 2 Portable,地球防衛軍２　ＰＯＲＴＡＢＬＥ,ULJS 00381
Redump,"Chili Con Carnage (Europe) (En,Fr,De,Es,It)",Chili Con Carnage,,ULES-00629
Redump,"Chili Con Carnage (Europe) (En,Fr,De,Es,It)",Chili Con Carnage,,ULES-00629/0029248
Redump,Chili Con Carnage (USA),Chili Con Carnage,,ULUS-10216
Redump,Chotto Shot Edit (Japan),Chotto Shot Edit,ちょっと ショット エディット,UCJB-98012
Redump,Chou no Doku Hana no Kusari - Taishou Tsuya Koi Ibun (Japan),Chou no Doku Hana no Kusari: Taishou Tsuya Koi Ibun,蝶の毒 華の鎖 ～大正艶恋異聞～,ULJM 06343
Redump,Chronicle of Dungeon Maker (Asia),Chronicle of Dungeon Maker,クロニクルオブダンジョンメーカー,UCAS-40176
Redump,Chronicle of Dungeon Maker II (Japan),Chronicle of Dungeon Maker II,クロニクルオブダンジョンメーカーⅡ,ULJM 05294
Redump,Chrono Belt - Schwarz Oath - Ayakashibito & Bullet Butlers Crossover Disc (Japan),,,ULJM 06013
Redump,Chronostacia (Japan),Chronostacia,クロノスタシア,ULJM 06358
Redump,Chronostacia (Japan),Chronostacia,クロノスタシア,ULJM 06359
Redump,Chuumon Shiyouze! Oretachi no Sekai (Japan),Chuumon Shiyouze! Oretachi no Sekai,注文しようぜ！俺たちの世界,ULJM 05381
Redump,"CID the Dummy (Europe) (En,Fr,De,Es,It)",CID the Dummy,,ULES-01024
Redump,CID the Dummy (USA),CID the Dummy,,ULUS-10356
Redump,Clank & Ratchet - Maru Hi Mission - Ignition! (Japan) (Beta) (2008-06-24),Clank & Ratchet: Maru Hi Mission * Ignition!,クランク＆ラチェット　マル秘ミッション☆イグニッション！,UCJP-00154
